126415614616154112,b'Now all @Apple has to do is get swype on the iphone and it will be crack. Iphone that is',positive,apple 
126500276994711553,b'@Affan Fact! They still do everything better though #google',neutral,google
126500259974234112,"b""@jpobrien11 or windows bridge for windows phones and don't try and pretend apple didn't steal the notification bar from #google #droidtweets""",neutral,google
126500105762250752,b'What could a bookcase look like in 10 years...maybe this? http://t.co/i6YWQ7oR  #google #books',neutral,google
126499963176886272,"b""And thanks to TWIT's AAA crew for the live coverage of the #Google / Samsung announcement!""",neutral,google
126499722805522433,b'Check%RT @CadientGroup: $6% of women use #Google for info on health care vs 28% of men -&gt; http://t.co/QEfhPgX2 (via @nicolaziady) #hcsmeu',neutral,google
126499577443532801,b'The competition: #Google introduces #Android 4.0 Ice Cream Sandwich and the Galaxy Nexus http://t.co/PCu88z7j',neutral,google
126499521822867458,"b'Hide the women and children, break out the guns, #Google is going to encrypt your searches by default! http://t.co/2VbCGLgp #SEO'",neutral,google
126499346022805504,b'#Android #Google Android 4.0 Ice Cream Sandwich SDK is available today http://t.co/mTnbj9hD #DhilipSiva',neutral,google
126499314393546752,b'RT @BrightSideNews: @Google and @Samsung Announce the #Galaxy #Nexus http://t.co/dZHvFxVh #Android #ICS #Icecreamsandwich #Google #Samsung',neutral,google
126499293895987201,"b""My thoughts on tonight's #Google Ice Cream Sandwich and #Samsung Galaxy Nexus talk: http://t.co/gu7ScKXL""",neutral,google
126498840831475712,b'#Android #Google Ice Cream Sandwich SDK now available http://t.co/K0tksZ1O #DhilipSiva',neutral,google
126498825992019969,b'Ice Cream Sandwich SDK now available http://t.co/ZOgECNER  #android #google',neutral,google
126498759143211008,b'@csg122 http://t.co/TBxLrvin Hopefully you check twitter often enough to find this article. :D #google #ICS',neutral,google
126498593770184704,b'#Android #Google Galaxy Nexus Press Release http://t.co/JKrzYGBO #DhilipSiva',neutral,google
126498481534808064,b'engineers #google Manny Marroquin #MannyMarroquin',neutral,google
126498259228303360,b'@Google and @Samsung Announce the #Galaxy #Nexus http://t.co/dZHvFxVh #Android #ICS #Icecreamsandwich #Google #Samsung',neutral,google
126498218501607426,b'RT @SamsungMobileCA #GALAXYNexus has arrived! #Samsung #Google',neutral,google
126498101124005889,"b'Will the #Galaxy #Nexus be coming to #Sprint? No mention of price, carriers, or source release for ICS. Give us those info #Google!'",neutral,google
126497822009860096,"b'#Advertising #Blog Today\'s blog covers the #IGen and #Google\'s ""Parisian Love"" Debating with @smarch323 for your votes! http://t.co/x3JY4b2L'",neutral,google
126497423815213056,"b""Siri's Search Capabilities vs Google Voice Search on Android - Tested http://t.co/YKiFTufX #apple #google #voip""",neutral,google
126497339933327360,b'#Google announces #NFC-based #Android Beam for sharing between phones http://t.co/zYKEr3ax via @engadget',neutral,google
126497339073495040,"b'#Android #Google Android 4.0 Ice Cream Sandwich Official, SDK Now Available http://t.co/rXuPIW2U #DhilipSiva'",neutral,google
126497335831306240,b'On Google+ then go here http://t.co/kDHaUfDl #GPlus #Googleplus #Google #teamfollowback #socialnetwork',neutral,google
126497288301457408,"b'Samsung Galaxy Nexus - the new official Google smartphone with Android 4.0 ""Ice-Cream Sandwich"" http://t.co/S8hSL06q #Google #Android'",neutral,google
126497256382803968,b'#Google releases the latest version of #Android 4.0  #IceCreamSandwich http://t.co/fB7y5E1e',neutral,google
126497160345829376,"b""Also, I maybe missing something here. But I thought #Google bought #Motorola Mobile? So, what's with all the #Samsung Love??""",neutral,google
126497100866387969,b'ahahaa for the twitpic... the power of #google',neutral,google
126496951746301952,"b'RT @whymicrosoft: Google\xe2\x80\x99s Ad revenue for Q3 was 96% of total revenue. So, are #Google customers the commodity being sold to advertisers?'",neutral,google
126496930204352512,b'#Google #Samsung #GalaxyNexus http://t.co/1C5iEpPk',neutral,google
126496891797118976,b'RT @mashable #Google Launches #Android Ice Cream Sandwich OS http://t.co/zxfeb0ld',neutral,google
126496835933179904,"b'#Android #Google Galaxy Nexus and Ice Cream Sandwich Promo Video Released, Verizon Spotted in... http://t.co/1niTrTzu #DhilipSiva'",neutral,google
126496835920609280,b'#Google announces #NFC-based #Android Beam for sharing between phones http://t.co/dduu9ffd',neutral,google
126496802634612736,b'RT @dalmaer: WebGL infinite bookcase UI http://t.co/bvu1qtkT #google',neutral,google
126496726143086592,b'#TeamGoogleNexus RT @B__Y #Google + #Samsung = Perfect #Icecream sandwich #GalaxyNexus',neutral,google
126496688163655680,b'#Google does away with #Buzz - http://t.co/uqMIQbBT #SearchEngine #Search #SocialNetworking #Social #Network',neutral,google
126496634120056832,b'Add me to your circles on #Google+',neutral,google
126496553811709952,b'#Google Buzz to the junkyard along with four other services including Jaiku http://t.co/XzxMHuuu &gt; liked Jaiku',neutral,google
126496553748803586,b'#Google Buzz to the junkyard along with four other services including Jaiku http://t.co/lm79ZlWA &gt; liked Jaiku',neutral,google
126496493648609280,b'#Google (and #Twitter ) get ready for the debut of #IceCreamSandwich http://t.co/T36KZ6gf',neutral,google
126496303738912769,"b'3 new stuffs today, #Motorola #razr, #Samsung #Galaxy #Nexus, #Google #Android 4.0 #IceCreamSandwich #ICS ~'",neutral,google
126496131554344960,"b""Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/rUkTyUJC""",neutral,google
126496131545960449,"b""Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/STIfQWTU""",neutral,google
126496131529183232,"b""Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/3GC0UEPM""",neutral,google
126496131441102848,"b""Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/qD1bqVm8""",neutral,google
126496131411742721,"b""Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/eizExUn0""",neutral,google
126496131382382592,"b""Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/XPGHLC2o""",neutral,google
126496131378188289,"b""Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/lfpPk5Yk""",neutral,google
126496131374006272,"b""Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/DGGsNOh2""",neutral,google
126496068467822593,"b'#Google, #Samsung unveil Ice Cream Sandwich-powered Galaxy Nexus http://t.co/qtiCdIvd via @CNET #Android'",neutral,google
126495741014315008,b'Motorola Droid Razr vs. Samsung Galaxy Nexus (chart) - CNET (blog) http://t.co/oRkTnT7R #nexus #one #google',neutral,google
126495706356789248,"b'""#Google, Samsung unveil Ice Cream Sandwich-powered #Galaxy #Nexus"" - http://t.co/r8f0jmGY'",neutral,google
126495690636529664,"b""#Microsoft's Ballmer: We\xe2\x80\x99re beating #Google in the #cloud http://t.co/XIq3v54f""",neutral,google
126495653747634176,"b""Guess what I spotted a couple days ago... didn't expect to see one especially in the West Village #Google http://t.co/Xop25kvU""",neutral,google
126495319792959488,b'20% searches on  #Google  are related to location. 33% mobile search queries have local intent.',neutral,google
126495169536208896,b'@OccupyWallSt #Apple stock DOWN despite #iPhone monumental SALES = #ocuupy #GOOGLE & #Verizon--i smell a #conspiracy!',neutral,google
126495125303083009,b'#Google announces #Android #Beam for sharing between Android Phones. Based on NFC technology. http://t.co/bc7yhhR4',neutral,google
126495072102522880,b'How to Create your own Google Maps http://t.co/yyNzSP8J #google #maps',neutral,google
126495001868906496,"b'Sucks that I just threw down $3 for a panorama app when #ICS will have it as standard. Oh #Google, you pleasant bastards, you!'",neutral,google
126494909548077056,b'It Is Indeed #Apple & #Google vs #TheOldWay!',neutral,google
126494729474015232,b'@Ayy_Queen #google it lol espn too',neutral,google
126494691016441857,b'The better question is if (and when) current devices will get the update.  #Android #Google #IceCreamSandwich',neutral,google
126494645403398145,b'I just noticed that #google+ has introduced real time search.',neutral,google
126494532857643008,b'$6% of women use #Google for info on health care vs 28% of men -&gt; http://t.co/PM6wxvQb (via @nicolaziady) #hcsmeu #epharma',neutral,google
126494358508806144,b'Just Been To The Future And Back lol... Just Watch Something Happening Tomorrow Morning! #Google #Android',neutral,google
126494314057568256,"b'Thank you for the laughs #Google, ""tapping my peepz"", white suit, face unlock fail, using an LED screen for a video cast. Love it anyway &lt;3'",neutral,google
126494171065364480,b'Soooooo @VerizonWireless... All eyes on you! When can we order? #Nexus #Samsung #Google #ICS',neutral,google
126494094276042752,"b'Android Beam, panorama, Gmail offline, lockscreen, contacts, facial recognition unlock... #IceCreamSandwich #NexusPrime #Google'",neutral,google
126493962499391488,b'Looking at some of the new features of #ICS it looks like #Google got some inspiration from #CyanogenMod.',neutral,google
126493895625424896,b'WebGL infinite bookcase UI http://t.co/bvu1qtkT #google',neutral,google
126493811638677504,b'RT @charmybird Soon. Getting ready for the party. #google #android #icecreamsandwich http://t.co/puMwmM9m',neutral,google
126493785533321216,b'RT @pretty_browniee: #oomf gone get it next week i promise! Man you better #Google tht!!!',neutral,google
126493567182061569,b'@AndroidPolice Duly noted -- I hope AOSP is updated with ICS 4.0. #Android #Google',neutral,google
126493558365630465,b'is #google the next innovators ?',neutral,google
126493553055633408,b'On Google+ then go here http://t.co/hhAmwm8K #GPlus #Googleplus #Google #teamfollowback #socialnetwork',neutral,google
126493550618742784,b'#Android #Google Android 4.0 Platform and Updated SDK Tools http://t.co/0jRKtQ2S #DhilipSiva',neutral,google
126493370028797953,b'Recent study of #Google CTR reveals that top three positions #in #GoogleSearch receive 35% of traffic. @Econsultancy http://t.co/Z2bh6oH1',neutral,google
126493352370765824,"b'#Google Ice Cream Sandwich, Nexus Prime Launch [LIVE BLOG] http://t.co/kj2y69HM'",neutral,google
126493335518068736,b'RT @charlieroffe: Welcome Ice Cream Sandwich! #android #google #icecreamsandwich http://t.co/IFlB5EhJ',neutral,google
126493322268250114,"b""Haven't even freshened up, due to #Google's #IceCreamSandwichEvent. #OffToShower now.""",neutral,google
126493312650719232,"b'The Ice Cream Sandwich presentation was very buggy, however 4.0 looks much more promising than expected.  #Android #GalaxyNexus #Google'",neutral,google
126493280832724992,b'Recent study of #Google CTR reveals that top three positions in #GoogleSearch receive 35% of traffic.... http://t.co/IHts3PyW',neutral,google
126493225811841024,"b'Hey, #google!  You lied.  #android 4.0 platform is not up as a link yet.  But I found it. http://t.co/v5WG698V #ics #sdk'",neutral,google
126493189254291457,"b'#google #yahoo #bing Ballmer on Bing, Xbox, Apple...oh, and Yahoo, too http://t.co/CfHu4jBP #seo #serps'",neutral,google
126493155855052800,b'#Google Google Event: Vorstellung des Samsung Galaxy Nexus (Caschys Blog): o3:30 klingelte mein Wecker. Googles ... http://t.co/QnVDVcMX',neutral,google
126493015907897344,b'That was good but when is it coming out? What carriers? What pricepoints? #android #google',neutral,google
126492985834733568,b'Welcome Ice Cream Sandwich! #android #google #icecreamsandwich http://t.co/IFlB5EhJ',neutral,google
126492886517809152,"b'RT @tiffanyk: [#Infographic] #Google+ cost half a billion to build, driving users to #1 most followed user: Mark Zuckerberg. http://t.co ...'",neutral,google
126492864174755841,b'#ai #google #ai #samsung',neutral,google
126492839998783488,"b'What? No ""one more thing!"" ? #Samsung #Google #Nexus'",neutral,google
126492795027456000,b'For all the bookworms out there! http://t.co/Mx2bMy3o #Google\xe2\x80\x99s Infinite Bookcase: An Abstract Browser For Limitless Libraries #technews',neutral,google
126492775930798080,"b'Can Bill Gross Take On #Facebook, #Twitter & #Google+ With Chime.in? - Forbes http://t.co/pG5uHrmI #socialmedia'",neutral,google
126492775842713600,b'RT @NeowinFeed: Ice Cream Sandwich to stop carriers bullying smartphone users #google #android http://t.co/HHfJbBHU #neowin',neutral,google
126492759262633984,b'Just wonder how much time it will take throw an update of #android ICS on Nexus S !!! Please #google make it quick this time',neutral,google
126492737766834177,b'Ice Cream Sandwich to stop carriers bullying smartphone users #google #android http://t.co/a0wncHmI',neutral,google
126492735598366720,b'Ice Cream Sandwich to stop carriers bullying smartphone users #google #android http://t.co/HHfJbBHU #neowin',neutral,google
126492719987179520,b'#google #icecreamsandwich event featured #minecraft',neutral,google
126492604799004672,"b'Samsung Galaxy Nexus Official, Launches Worldwide November - http://t.co/UX1CiB6A #galaxynexus #samsung #google #ics'",neutral,google
126492471759867904,b'@eboyee S tim da http://t.co/hX21e1JK daje Server Error :)  #Google #IceCreamSandwich',neutral,google
126492364138221569,b'RT: Collobrate and present. New version of Google presentations. http://t.co/xmF34T27 VIA @googledownunder #google #googlepresentations',neutral,google
126492325219278848,"b'Sdk available now, so you can develop apps for the phone and tablets right now. #Android4.0 #Google'",neutral,google
126492310866362368,b'Great hardware and great new version of Android. I want it now. API is available now at least. #Google #Android #ICS #Development',neutral,google
126492274766004226,b'@notch Minecraft Mobile was just mentioned by #Google while they were demoing ICS on the Nexus Prime!',neutral,google
126492105026703360,b'#Google unveils Android 4.0 \xe2\x80\x98Ice Cream Sandwich\xe2\x80\x99 http://t.co/dciffpI1 via @BGR',neutral,google
126492088270454785,"b'Hey #google ,when unveiling a new product,use a backdrop w/ lots of spatial-temporal high resolution activity. Video codecs will love it. ;)'",neutral,google
126492059308785664,"b'Android beam, share any piece of information.from.one Android device to another by simply touching the devices.  #Android4.0 #Google'",neutral,google
126491876860755969,b'New Galaxy Nexus: App Improvements -  Beam - sharing using NFC #nexus #samsung #google #android bit.ly/nEJbyE',neutral,google
